shipment_id,origin_city,origin_state,origin_latitude,origin_longitude,destination_city,destination_state,destination_latitude,destination_longitude,distance_miles,estimated_travel_time_hours,weight_lbs,volume_cu_ft,driver_id,fuel_cost_usd,toll_cost_usd
SHP09565,Fresno,CA,36.737798,-119.787125,San Francisco,CA,37.774929,-122.419416,178.55,3.86,53440,2454,DRV006,122.06,12.82
SHP09566,Columbus,OH,39.961176,-82.998794,Albuquerque,NM,35.084385,-106.650422,1276.43,28.51,21995,1213,DRV167,886.49,47.81
SHP09567,Houston,TX,29.760427,-95.369803,Fort Worth,TX,32.755489,-97.330766,230.35,4.85,18592,2272,DRV176,162.63,45.03
SHP09568,Albuquerque,NM,35.084385,-106.650422,Orlando,FL,28.538336,-81.379234,1642.04,37.12,61226,1480,DRV160,1063.23,48.06
SHP09569,El Paso,TX,31.761857,-106.485022,Fort Worth,TX,32.755489,-97.330766,580.26,12.46,45809,3599,DRV001,433.07,4.66
SHP09570,Raleigh,NC,35.779589,-78.638179,Columbus,OH,39.961176,-82.998794,389.73,8.96,52670,2737,DRV021,264.42,1.29
SHP09571,Memphis,TN,35.149534,-90.04898,Mesa,AZ,33.415184,-111.831472,1371.8,29.06,59749,2835,DRV134,888.19,35.84
SHP09572,New York,NY,40.712776,-74.005974,Orlando,FL,28.538336,-81.379234,904.75,20.1,14230,3984,DRV181,592.88,27.85
SHP09573,San Antonio,TX,29.424122,-98.493628,Memphis,TN,35.149534,-90.04898,688.43,15.27,52685,1947,DRV117,454.19,41.08
SHP09574,San Diego,CA,32.715736,-117.161087,Memphis,TN,35.149534,-90.04898,1625.5,35.5,21501,2910,DRV032,1100.05,20.37
SHP09575,Portland,OR,45.515232,-122.678447,Phoenix,AZ,33.448376,-112.074037,1122.78,24.24,39022,741,DRV039,864.37,10.82
SHP09576,Sacramento,CA,38.581572,-121.4944,San Antonio,TX,29.424122,-98.493628,1556.97,35.06,17389,625,DRV165,999.58,25.84
SHP09577,San Francisco,CA,37.774929,-122.419416,Raleigh,NC,35.779589,-78.638179,2480.39,52.79,56439,1325,DRV179,1698.92,25.41
SHP09578,Washington,DC,38.907192,-77.036871,Denver,CO,39.739235,-104.990251,1591.49,32.61,27834,876,DRV112,1158.46,18.34
SHP09579,Kansas City,MO,39.099728,-94.578567,Albuquerque,NM,35.084385,-106.650422,720.73,14.53,47433,174,DRV051,497.76,26.59
SHP09580,Kansas City,MO,39.099728,-94.578567,Oklahoma City,OK,35.46756,-97.516428,308.31,6.49,33278,623,DRV197,215.83,21.41
SHP09581,Louisville,KY,38.252665,-85.758456,Baltimore,MD,39.290385,-76.612189,504.05,11.77,32610,2382,DRV011,347.51,7.44
SHP09582,Atlanta,GA,33.748995,-84.387982,Phoenix,AZ,33.448376,-112.074037,1708.41,35.44,79693,3612,DRV127,1283.92,34.88
SHP09583,Orlando,FL,28.538336,-81.379234,Oklahoma City,OK,35.46756,-97.516428,1153.42,23.8,21781,3597,DRV010,855.98,36.03
SHP09584,Boston,MA,42.360082,-71.05888,San Diego,CA,32.715736,-117.161087,2470.81,57.03,67084,3565,DRV023,1617.44,9.48
SHP09585,Austin,TX,30.267153,-97.743061,Washington,DC,38.907192,-77.036871,1271.88,26.37,31676,2697,DRV090,889.16,35.45
SHP09586,Boston,MA,42.360082,-71.05888,Seattle,WA,47.606209,-122.332071,2733.92,57.74,22682,2268,DRV118,1930.49,16.54
SHP09587,Indianapolis,IN,39.768402,-86.158068,Raleigh,NC,35.779589,-78.638179,525.07,11.18,12655,2936,DRV087,372.78,14.77
SHP09588,Dallas,TX,32.776664,-96.796988,Salt Lake City,UT,40.760779,-111.891047,960.34,20.4,56539,3297,DRV096,661.19,19.3
SHP09589,Long Beach,CA,33.77005,-118.193739,Baltimore,MD,39.290385,-76.612189,2222.7,48.02,67057,2155,DRV189,1621.62,15.89
SHP09590,Phoenix,AZ,33.448376,-112.074037,Mesa,AZ,33.415184,-111.831472,15.87,0.34,21383,356,DRV161,11.31,9.64
SHP09591,Oklahoma City,OK,35.46756,-97.516428,Jacksonville,FL,30.332184,-81.655651,1053.22,23.93,3468,1966,DRV035,713.16,25.59
SHP09592,Virginia Beach,VA,36.852929,-75.977985,Houston,TX,29.760427,-95.369803,1180.79,26.32,29751,2783,DRV057,760.33,34.06
SHP09593,Charlotte,NC,35.227085,-80.843124,Indianapolis,IN,39.768402,-86.158068,449.36,9.26,58393,888,DRV017,297.35,32.57
SHP09594,Denver,CO,39.739235,-104.990251,Albuquerque,NM,35.084385,-106.650422,359.23,7.45,17801,1921,DRV016,270.24,33.49
SHP09595,Atlanta,GA,33.748995,-84.387982,Albuquerque,NM,35.084385,-106.650422,1423.94,28.66,21064,3802,DRV018,1000.93,16.71
SHP09596,Albuquerque,NM,35.084385,-106.650422,New York,NY,40.712776,-74.005974,1884.87,42.44,50593,708,DRV001,1267.22,31.99
SHP09597,Milwaukee,WI,43.038902,-87.906474,Dallas,TX,32.776664,-96.796988,821.64,17.97,25910,3234,DRV005,549.07,38.56
SHP09598,Kansas City,MO,39.099728,-94.578567,San Jose,CA,37.338208,-121.886329,1418.08,28.56,12269,3881,DRV184,1078.13,10.63
SHP09599,Salt Lake City,UT,40.760779,-111.891047,Columbus,OH,39.961176,-82.998794,1714.94,38.78,78905,2773,DRV197,1261.46,9.99
SHP09600,Orlando,FL,28.538336,-81.379234,Denver,CO,39.739235,-104.990251,1482.79,32.46,68932,2273,DRV129,982.02,10.01
SHP09601,Kansas City,MO,39.099728,-94.578567,Albuquerque,NM,35.084385,-106.650422,740.5,17.23,70477,158,DRV191,536.57,34.89
SHP09602,Mesa,AZ,33.415184,-111.831472,Long Beach,CA,33.77005,-118.193739,397.77,8.4,23476,3352,DRV058,297.81,33.33
SHP09603,Orlando,FL,28.538336,-81.379234,Austin,TX,30.267153,-97.743061,1043.4,22.35,39310,2800,DRV124,735.88,37.89
SHP09604,El Paso,TX,31.761857,-106.485022,Jacksonville,FL,30.332184,-81.655651,1532.28,35.77,48868,3472,DRV057,1147.14,1.08
SHP09605,Virginia Beach,VA,36.852929,-75.977985,Phoenix,AZ,33.448376,-112.074037,2226.04,48.74,39821,2979,DRV163,1644.54,35.46
SHP09606,Charlotte,NC,35.227085,-80.843124,Miami,FL,25.761681,-80.191788,729.3,15.24,21040,625,DRV035,459.91,45.57
SHP09607,Long Beach,CA,33.77005,-118.193739,Omaha,NE,41.256537,-95.997988,1348.99,27.92,72550,712,DRV098,947.09,24.08
SHP09608,Los Angeles,CA,34.052235,-118.243683,Salt Lake City,UT,40.760779,-111.891047,552,11.53,69329,3028,DRV117,401.26,44.9
SHP09609,Indianapolis,IN,39.768402,-86.158068,Jacksonville,FL,30.332184,-81.655651,684.98,14.54,69863,3270,DRV127,453.42,4.72
SHP09610,San Antonio,TX,29.424122,-98.493628,Chicago,IL,41.878113,-87.629799,1037.73,23.65,23784,3686,DRV080,780.66,13
SHP09611,Oklahoma City,OK,35.46756,-97.516428,Washington,DC,38.907192,-77.036871,1120.5,24.83,45107,867,DRV185,828.4,13.64
SHP09612,Chicago,IL,41.878113,-87.629799,Fort Worth,TX,32.755489,-97.330766,878.01,18.93,11865,3555,DRV081,606.72,42.38
SHP09613,Dallas,TX,32.776664,-96.796988,Sacramento,CA,38.581572,-121.4944,1408.71,33.26,20010,2084,DRV091,1064.03,10.77
SHP09614,Virginia Beach,VA,36.852929,-75.977985,Philadelphia,PA,39.952583,-75.165222,240.67,5.23,44136,3147,DRV145,163.07,36.32
SHP09615,Oklahoma City,OK,35.46756,-97.516428,Virginia Beach,VA,36.852929,-75.977985,1153.09,27.09,62623,2172,DRV095,730.29,21.74
SHP09616,Washington,DC,38.907192,-77.036871,San Diego,CA,32.715736,-117.161087,2564.5,54.78,41316,1622,DRV127,1730.11,32.59
SHP09617,Portland,OR,45.515232,-122.678447,New York,NY,40.712776,-74.005974,2500.62,57.6,14730,3731,DRV069,1723,20.71
SHP09618,Detroit,MI,42.331429,-83.045753,San Diego,CA,32.715736,-117.161087,1942.35,40.99,57869,3104,DRV024,1485.29,4.28
SHP09619,El Paso,TX,31.761857,-106.485022,San Diego,CA,32.715736,-117.161087,688.5,15.32,55533,1809,DRV195,525.99,46.64
SHP09620,Boston,MA,42.360082,-71.05888,Atlanta,GA,33.748995,-84.387982,1007.64,21.44,56183,3537,DRV169,768.06,44.75
SHP09621,Portland,OR,45.515232,-122.678447,Boston,MA,42.360082,-71.05888,2856.21,61.72,40559,1430,DRV098,1883.59,8.34
SHP09622,Salt Lake City,UT,40.760779,-111.891047,Milwaukee,WI,43.038902,-87.906474,1267.95,27.77,13355,2512,DRV080,935.97,15.77
SHP09623,Austin,TX,30.267153,-97.743061,El Paso,TX,31.761857,-106.485022,560.56,13.03,46044,739,DRV152,382.86,27.2
SHP09624,Louisville,KY,38.252665,-85.758456,Sacramento,CA,38.581572,-121.4944,2092.33,43.35,26629,2372,DRV129,1354.04,6.25
SHP09625,Oklahoma City,OK,35.46756,-97.516428,Denver,CO,39.739235,-104.990251,579.76,12.65,67507,2488,DRV098,437.84,14.48
SHP09626,Las Vegas,NV,36.169941,-115.13983,Austin,TX,30.267153,-97.743061,1154.11,25.55,41653,101,DRV023,790.94,22.38
SHP09627,Albuquerque,NM,35.084385,-106.650422,Kansas City,MO,39.099728,-94.578567,739.4,15.33,1834,723,DRV173,543.59,36.81
SHP09628,Las Vegas,NV,36.169941,-115.13983,Detroit,MI,42.331429,-83.045753,1958.28,41.94,9428,3145,DRV128,1266.76,46.61
SHP09629,Orlando,FL,28.538336,-81.379234,Milwaukee,WI,43.038902,-87.906474,1022.39,22.09,7666,3109,DRV153,685.11,41.1
SHP09630,Milwaukee,WI,43.038902,-87.906474,San Jose,CA,37.338208,-121.886329,1742.06,36.64,68232,1202,DRV136,1299.71,15.1
SHP09631,Columbus,OH,39.961176,-82.998794,Portland,OR,45.515232,-122.678447,2280.27,50.54,31452,1455,DRV070,1526.52,7.4
SHP09632,Nashville,TN,36.162664,-86.781601,Mesa,AZ,33.415184,-111.831472,1628.02,35.82,30967,1500,DRV177,1149.47,33.76
SHP09633,Tucson,AZ,32.221743,-110.926479,Kansas City,MO,39.099728,-94.578567,1062.98,21.66,1275,1925,DRV061,682.43,11.1
SHP09634,Oklahoma City,OK,35.46756,-97.516428,Albuquerque,NM,35.084385,-106.650422,520.74,11.45,7924,3373,DRV016,367.5,14.98
SHP09635,Milwaukee,WI,43.038902,-87.906474,Memphis,TN,35.149534,-90.04898,562.84,12.94,50357,2685,DRV031,408.41,13.41
SHP09636,Fresno,CA,36.737798,-119.787125,Orlando,FL,28.538336,-81.379234,2593.14,60.42,60945,1342,DRV196,1929.53,12.54
SHP09637,Omaha,NE,41.256537,-95.997988,Long Beach,CA,33.77005,-118.193739,1354.98,28.48,68010,547,DRV161,886.68,12.34
SHP09638,Tucson,AZ,32.221743,-110.926479,Louisville,KY,38.252665,-85.758456,1607.9,36.14,40133,2130,DRV179,1155.29,39.71
SHP09639,New York,NY,40.712776,-74.005974,Milwaukee,WI,43.038902,-87.906474,718.13,14.98,54963,2589,DRV149,473.23,8.32
SHP09640,Detroit,MI,42.331429,-83.045753,San Jose,CA,37.338208,-121.886329,2329.15,51.67,27968,3057,DRV173,1779.72,5.6
SHP09641,Tucson,AZ,32.221743,-110.926479,Salt Lake City,UT,40.760779,-111.891047,621.67,13.69,67351,2691,DRV072,452.33,41.5
SHP09642,Jacksonville,FL,30.332184,-81.655651,Sacramento,CA,38.581572,-121.4944,2434.97,50.49,6888,1755,DRV088,1715.77,2.1
SHP09643,Raleigh,NC,35.779589,-78.638179,Dallas,TX,32.776664,-96.796988,1210.77,26.25,52951,2802,DRV175,899.83,47.66
SHP09644,Mesa,AZ,33.415184,-111.831472,Sacramento,CA,38.581572,-121.4944,728.25,16.82,34085,471,DRV019,534.53,47.34
SHP09645,Charlotte,NC,35.227085,-80.843124,Chicago,IL,41.878113,-87.629799,575.53,12.06,70386,1888,DRV013,388.54,3.52
SHP09646,Phoenix,AZ,33.448376,-112.074037,Louisville,KY,38.252665,-85.758456,1434.64,33.45,3306,2979,DRV024,969.57,35.63
SHP09647,Miami,FL,25.761681,-80.191788,Chicago,IL,41.878113,-87.629799,1188.35,25.61,59509,754,DRV084,815.33,9.49
SHP09648,Baltimore,MD,39.290385,-76.612189,Orlando,FL,28.538336,-81.379234,903.49,20.81,58654,1782,DRV150,626.52,15.62
SHP09649,Long Beach,CA,33.77005,-118.193739,Nashville,TN,36.162664,-86.781601,1692.53,34.78,78655,3187,DRV140,1092.02,37.15
SHP09650,El Paso,TX,31.761857,-106.485022,Long Beach,CA,33.77005,-118.193739,663.51,14.04,26514,297,DRV023,464.33,48.42
SHP09651,Portland,OR,45.515232,-122.678447,Chicago,IL,41.878113,-87.629799,1712.9,38.82,31494,733,DRV095,1203.32,12.07
SHP09652,Charlotte,NC,35.227085,-80.843124,San Jose,CA,37.338208,-121.886329,2461.42,54,60868,453,DRV041,1746.28,41.92
SHP09653,Atlanta,GA,33.748995,-84.387982,Jacksonville,FL,30.332184,-81.655651,285.33,6.7,47346,3421,DRV199,181.33,39.99
SHP09654,Dallas,TX,32.776664,-96.796988,Columbus,OH,39.961176,-82.998794,1041.33,20.86,20317,835,DRV027,787.21,45.7
SHP09655,Milwaukee,WI,43.038902,-87.906474,Long Beach,CA,33.77005,-118.193739,1711.62,37.56,49244,800,DRV132,1233.92,25.62
SHP09656,Charlotte,NC,35.227085,-80.843124,Chicago,IL,41.878113,-87.629799,567.58,12.37,11035,3009,DRV120,410.55,33.49
SHP09657,Columbus,OH,39.961176,-82.998794,Portland,OR,45.515232,-122.678447,2041.25,41.51,59883,3753,DRV158,1455.3,46.75
SHP09658,Raleigh,NC,35.779589,-78.638179,Chicago,IL,41.878113,-87.629799,639.74,14.08,69556,183,DRV077,478.97,34.93
SHP09659,Los Angeles,CA,34.052235,-118.243683,El Paso,TX,31.761857,-106.485022,779.71,18.18,49327,967,DRV120,560.92,25.69
SHP09660,Miami,FL,25.761681,-80.191788,El Paso,TX,31.761857,-106.485022,1683.09,35.44,44549,3526,DRV160,1174.95,43.72
SHP09661,Salt Lake City,UT,40.760779,-111.891047,San Antonio,TX,29.424122,-98.493628,1048.87,23.89,69067,2019,DRV174,738.82,26.97
SHP09662,Oklahoma City,OK,35.46756,-97.516428,Albuquerque,NM,35.084385,-106.650422,545.41,12.25,8099,546,DRV116,357.52,47
SHP09663,Detroit,MI,42.331429,-83.045753,Oklahoma City,OK,35.46756,-97.516428,948.16,19.42,21015,1978,DRV127,713.8,30.85
SHP09664,Fresno,CA,36.737798,-119.787125,Louisville,KY,38.252665,-85.758456,1933.97,39.64,54814,1131,DRV191,1362.34,19.87
SHP09665,Tucson,AZ,32.221743,-110.926479,Fresno,CA,36.737798,-119.787125,620.18,14.6,59126,3217,DRV199,416.58,41.97
SHP09666,Denver,CO,39.739235,-104.990251,Seattle,WA,47.606209,-122.332071,1044.77,22.68,38628,2642,DRV039,744.95,37.41
SHP09667,Nashville,TN,36.162664,-86.781601,Virginia Beach,VA,36.852929,-75.977985,660.43,14.69,57511,510,DRV093,459.17,18.01
SHP09668,Mesa,AZ,33.415184,-111.831472,Long Beach,CA,33.77005,-118.193739,356.58,7.65,72820,3088,DRV189,250.38,35.76
SHP09669,San Francisco,CA,37.774929,-122.419416,Long Beach,CA,33.77005,-118.193739,403.9,8.81,79687,2763,DRV148,300.52,18.55
SHP09670,Albuquerque,NM,35.084385,-106.650422,Phoenix,AZ,33.448376,-112.074037,346.33,7.81,51277,2254,DRV050,237.83,11.26
SHP09671,Denver,CO,39.739235,-104.990251,New York,NY,40.712776,-74.005974,1761.9,37.14,49214,2777,DRV185,1347.58,49.44
SHP09672,Denver,CO,39.739235,-104.990251,Long Beach,CA,33.77005,-118.193739,957.01,21.15,39193,2471,DRV066,657.45,38.17
SHP09673,Memphis,TN,35.149534,-90.04898,Boston,MA,42.360082,-71.05888,1081.22,22.56,34711,2033,DRV050,683.63,9.7
SHP09674,Mesa,AZ,33.415184,-111.831472,San Antonio,TX,29.424122,-98.493628,924.91,18.58,10392,1833,DRV062,669.92,40.07
SHP09675,Miami,FL,25.761681,-80.191788,Atlanta,GA,33.748995,-84.387982,609.08,12.68,39953,951,DRV119,449.8,34.8
SHP09676,Portland,OR,45.515232,-122.678447,New York,NY,40.712776,-74.005974,2570.25,56.98,22141,2871,DRV127,1892.11,0.58
SHP09677,San Diego,CA,32.715736,-117.161087,Las Vegas,NV,36.169941,-115.13983,262.13,6.03,4443,1854,DRV140,167.63,8.9
SHP09678,Las Vegas,NV,36.169941,-115.13983,San Jose,CA,37.338208,-121.886329,393.07,8.01,74806,2395,DRV032,285.06,11.69
SHP09679,Sacramento,CA,38.581572,-121.4944,San Francisco,CA,37.774929,-122.419416,82.6,1.65,8318,1867,DRV153,53.4,5.6
SHP09680,San Antonio,TX,29.424122,-98.493628,Nashville,TN,36.162664,-86.781601,876.14,17.87,29033,2565,DRV138,674.35,12.26
SHP09681,Mesa,AZ,33.415184,-111.831472,Houston,TX,29.760427,-95.369803,1037.73,23.83,69031,889,DRV012,735.28,3.46
SHP09682,Phoenix,AZ,33.448376,-112.074037,Indianapolis,IN,39.768402,-86.158068,1427.59,33.54,68215,840,DRV159,1004.22,48.26
SHP09683,Houston,TX,29.760427,-95.369803,Los Angeles,CA,34.052235,-118.243683,1315.96,26.66,57024,130,DRV005,946.5,2.67
SHP09684,Las Vegas,NV,36.169941,-115.13983,Austin,TX,30.267153,-97.743061,1177.72,27.1,56140,2872,DRV052,745.98,28.38
SHP09685,Washington,DC,38.907192,-77.036871,San Diego,CA,32.715736,-117.161087,2218.5,48.69,37304,816,DRV096,1608.23,11.37
SHP09686,Nashville,TN,36.162664,-86.781601,Jacksonville,FL,30.332184,-81.655651,497.29,11.37,43514,3715,DRV091,338.96,19.06
SHP09687,San Francisco,CA,37.774929,-122.419416,Sacramento,CA,38.581572,-121.4944,85.91,1.95,27768,2252,DRV126,58.13,43.98
SHP09688,Jacksonville,FL,30.332184,-81.655651,El Paso,TX,31.761857,-106.485022,1479.57,32.21,56231,1819,DRV151,1023.78,40.29
SHP09689,Boston,MA,42.360082,-71.05888,Philadelphia,PA,39.952583,-75.165222,303.19,7.01,4324,3949,DRV182,207.61,35.38
SHP09690,Sacramento,CA,38.581572,-121.4944,Baltimore,MD,39.290385,-76.612189,2325.88,49.35,22270,1638,DRV069,1575.37,41.7
SHP09691,San Francisco,CA,37.774929,-122.419416,Denver,CO,39.739235,-104.990251,1064.31,23.63,51741,556,DRV175,681.78,44.06
SHP09692,Mesa,AZ,33.415184,-111.831472,Chicago,IL,41.878113,-87.629799,1589.87,32.28,18149,1742,DRV130,1211.3,39.74
SHP09693,Seattle,WA,47.606209,-122.332071,San Diego,CA,32.715736,-117.161087,1209.04,27.79,46109,126,DRV124,859.46,46.74
SHP09694,Columbus,OH,39.961176,-82.998794,Raleigh,NC,35.779589,-78.638179,417.74,9.36,69268,269,DRV196,290.41,31.14
SHP09695,Miami,FL,25.761681,-80.191788,Columbus,OH,39.961176,-82.998794,1060.84,23.29,43872,3360,DRV147,764.54,35.8
SHP09696,Los Angeles,CA,34.052235,-118.243683,San Diego,CA,32.715736,-117.161087,126.19,2.92,38740,2061,DRV162,86.78,8.19
SHP09697,Long Beach,CA,33.77005,-118.193739,Seattle,WA,47.606209,-122.332071,1008.96,21.65,31706,3671,DRV158,743.91,3.21
SHP09698,Miami,FL,25.761681,-80.191788,San Francisco,CA,37.774929,-122.419416,2935.69,60.08,48417,2797,DRV136,2118.85,41.97
SHP09699,Baltimore,MD,39.290385,-76.612189,New York,NY,40.712776,-74.005974,184.02,4.12,47761,348,DRV114,121.83,35.28
SHP09700,Fort Worth,TX,32.755489,-97.330766,Virginia Beach,VA,36.852929,-75.977985,1275.19,27.72,55184,3253,DRV015,817.56,4.71
SHP09701,Kansas City,MO,39.099728,-94.578567,Atlanta,GA,33.748995,-84.387982,689.4,13.99,30942,258,DRV090,470.64,1.47
SHP09702,Miami,FL,25.761681,-80.191788,Fort Worth,TX,32.755489,-97.330766,1125.55,25.16,18900,2590,DRV134,822.28,25.91
SHP09703,Houston,TX,29.760427,-95.369803,San Francisco,CA,37.774929,-122.419416,1860.64,37.7,35987,2559,DRV188,1305.96,3.01
SHP09704,Raleigh,NC,35.779589,-78.638179,Dallas,TX,32.776664,-96.796988,1172.63,26.44,42845,3832,DRV127,809.38,24.76
SHP09705,Tucson,AZ,32.221743,-110.926479,Washington,DC,38.907192,-77.036871,2229.85,48.69,31849,961,DRV021,1593.02,37.77
SHP09706,Boston,MA,42.360082,-71.05888,Los Angeles,CA,34.052235,-118.243683,2512.89,53.59,65784,2946,DRV005,1778.99,35.34
SHP09707,Columbus,OH,39.961176,-82.998794,Oklahoma City,OK,35.46756,-97.516428,908.73,20,32972,1285,DRV048,644.81,39.74
SHP09708,Houston,TX,29.760427,-95.369803,Salt Lake City,UT,40.760779,-111.891047,1178.04,26.2,20029,3323,DRV186,847.07,29.22
SHP09709,Denver,CO,39.739235,-104.990251,Charlotte,NC,35.227085,-80.843124,1384.18,28.74,47918,396,DRV082,1046.78,43.48
SHP09710,Portland,OR,45.515232,-122.678447,Seattle,WA,47.606209,-122.332071,143.21,3.32,24491,580,DRV007,103.95,37.02
SHP09711,Seattle,WA,47.606209,-122.332071,Fort Worth,TX,32.755489,-97.330766,1824.16,41.89,41307,490,DRV071,1247.62,4.59
SHP09712,Chicago,IL,41.878113,-87.629799,Miami,FL,25.761681,-80.191788,1163.1,24.77,54966,3657,DRV197,738.78,31.42
SHP09713,Colorado Springs,CO,38.833882,-104.821363,El Paso,TX,31.761857,-106.485022,544.52,11.95,7228,598,DRV200,414.83,43.68
SHP09714,Las Vegas,NV,36.169941,-115.13983,Indianapolis,IN,39.768402,-86.158068,1582.28,32.75,35737,2454,DRV081,1133.32,27.65
SHP09715,El Paso,TX,31.761857,-106.485022,Tucson,AZ,32.221743,-110.926479,272.96,5.59,24200,2979,DRV173,209.42,44.03
SHP09716,San Diego,CA,32.715736,-117.161087,Washington,DC,38.907192,-77.036871,2607.01,58.91,71356,2051,DRV166,1889.11,23.15
SHP09717,Fort Worth,TX,32.755489,-97.330766,Sacramento,CA,38.581572,-121.4944,1403.23,32.66,2031,434,DRV197,922.22,19.93
SHP09718,Columbus,OH,39.961176,-82.998794,Atlanta,GA,33.748995,-84.387982,493.41,11.36,2522,1857,DRV054,343.55,19.93
SHP09719,Sacramento,CA,38.581572,-121.4944,Portland,OR,45.515232,-122.678447,502.21,11.78,66922,2861,DRV073,341.95,17
SHP09720,Atlanta,GA,33.748995,-84.387982,Long Beach,CA,33.77005,-118.193739,1939.82,39.1,28661,2318,DRV146,1271.36,35.93
SHP09721,Long Beach,CA,33.77005,-118.193739,Boston,MA,42.360082,-71.05888,2591.89,51.95,76353,944,DRV168,1861.13,48.42
SHP09722,Columbus,OH,39.961176,-82.998794,Austin,TX,30.267153,-97.743061,1058.2,23.73,63747,2921,DRV093,778,49.32
SHP09723,San Antonio,TX,29.424122,-98.493628,Denver,CO,39.739235,-104.990251,790.59,15.9,58091,2992,DRV184,606.16,24.11
SHP09724,Fort Worth,TX,32.755489,-97.330766,Indianapolis,IN,39.768402,-86.158068,750.85,17.64,26241,3143,DRV161,563.45,14.08
SHP09725,Fort Worth,TX,32.755489,-97.330766,San Antonio,TX,29.424122,-98.493628,261.83,5.57,5935,897,DRV122,174.93,17.97
SHP09726,Oklahoma City,OK,35.46756,-97.516428,Milwaukee,WI,43.038902,-87.906474,788.67,16.46,61991,2493,DRV131,546.69,11.08
SHP09727,Austin,TX,30.267153,-97.743061,San Antonio,TX,29.424122,-98.493628,82.38,1.72,60764,3446,DRV185,58.32,14.23
SHP09728,El Paso,TX,31.761857,-106.485022,Tucson,AZ,32.221743,-110.926479,281.88,5.91,74775,1314,DRV174,210.82,3.35
SHP09729,Jacksonville,FL,30.332184,-81.655651,New York,NY,40.712776,-74.005974,866.5,19.56,56507,3057,DRV102,569.28,30.66
SHP09730,Detroit,MI,42.331429,-83.045753,Nashville,TN,36.162664,-86.781601,461.81,10.75,61280,2774,DRV124,332.4,36.31
SHP09731,Philadelphia,PA,39.952583,-75.165222,Memphis,TN,35.149534,-90.04898,869.94,18.44,8497,972,DRV167,559.14,16.47
SHP09732,Atlanta,GA,33.748995,-84.387982,Los Angeles,CA,34.052235,-118.243683,1977.26,44.9,6369,1165,DRV078,1371.9,29.98
SHP09733,Portland,OR,45.515232,-122.678447,Tucson,AZ,32.221743,-110.926479,1138.53,23.06,51445,570,DRV166,833.94,1.43
SHP09734,Albuquerque,NM,35.084385,-106.650422,Fort Worth,TX,32.755489,-97.330766,580.32,12.63,16823,3532,DRV148,445.96,0.87
SHP09735,Jacksonville,FL,30.332184,-81.655651,Raleigh,NC,35.779589,-78.638179,441.59,9.73,32285,2431,DRV147,296.85,7.01
SHP09736,Washington,DC,38.907192,-77.036871,Philadelphia,PA,39.952583,-75.165222,137.56,2.95,72417,2394,DRV072,94.59,13.61
SHP09737,Mesa,AZ,33.415184,-111.831472,Omaha,NE,41.256537,-95.997988,1122.39,23.62,41570,369,DRV165,743.46,28.6
SHP09738,Oklahoma City,OK,35.46756,-97.516428,Albuquerque,NM,35.084385,-106.650422,542.82,11.28,25791,514,DRV089,383.57,6.44
SHP09739,Albuquerque,NM,35.084385,-106.650422,Baltimore,MD,39.290385,-76.612189,1806.42,41.17,59726,3481,DRV166,1251.12,0.62
SHP09740,Long Beach,CA,33.77005,-118.193739,San Jose,CA,37.338208,-121.886329,307.04,6.94,47104,1071,DRV051,217.7,46.25
SHP09741,Virginia Beach,VA,36.852929,-75.977985,Albuquerque,NM,35.084385,-106.650422,1717.26,39.08,17632,3150,DRV188,1203.36,32.64
SHP09742,Omaha,NE,41.256537,-95.997988,San Antonio,TX,29.424122,-98.493628,802.5,17.63,68786,3618,DRV018,595.22,0.4
SHP09743,Tucson,AZ,32.221743,-110.926479,San Antonio,TX,29.424122,-98.493628,837.48,19.26,52653,601,DRV026,612.01,32.73
SHP09744,San Francisco,CA,37.774929,-122.419416,Colorado Springs,CO,38.833882,-104.821363,958.43,21.43,42701,1849,DRV131,736.71,25.2
SHP09745,Omaha,NE,41.256537,-95.997988,Baltimore,MD,39.290385,-76.612189,1094.93,23.51,45722,108,DRV121,797.22,34.01
SHP09746,Nashville,TN,36.162664,-86.781601,Jacksonville,FL,30.332184,-81.655651,476.65,11.27,71375,1278,DRV065,305,46.71
SHP09747,Raleigh,NC,35.779589,-78.638179,Omaha,NE,41.256537,-95.997988,1030.31,21.87,32922,2482,DRV096,738.61,16.64
SHP09748,Miami,FL,25.761681,-80.191788,Indianapolis,IN,39.768402,-86.158068,1147.82,26.09,69557,2785,DRV138,766.75,31.2
SHP09749,Charlotte,NC,35.227085,-80.843124,San Jose,CA,37.338208,-121.886329,2469.12,53.12,11047,1045,DRV161,1730.49,39.99
SHP09750,Phoenix,AZ,33.448376,-112.074037,Omaha,NE,41.256537,-95.997988,1121.17,22.44,51262,557,DRV150,741.28,27.6
SHP09751,Kansas City,MO,39.099728,-94.578567,Seattle,WA,47.606209,-122.332071,1428.46,29.25,56199,293,DRV142,935.35,41.66
SHP09752,Milwaukee,WI,43.038902,-87.906474,Albuquerque,NM,35.084385,-106.650422,1115.05,22.86,55477,2803,DRV077,831.34,33.95
SHP09753,Louisville,KY,38.252665,-85.758456,Salt Lake City,UT,40.760779,-111.891047,1573.68,37.08,53894,1472,DRV093,1123.85,41.63
SHP09754,Baltimore,MD,39.290385,-76.612189,Omaha,NE,41.256537,-95.997988,1072.38,22.96,71778,2183,DRV158,779.57,8.11
